Type,League,Class,Name,March,April,May,June,July,August,S13 August,S13 September,S13 October,End of Season,Post Season 13
Set,SC,,Naj's Light Plate,17,15,14,14,13,14,14,14,13,13,13
Set,SC,,Naj's Circlet,1,1,0,0,,0,0,0,0,0,0
Set,SC,,Guillaume's Face,34,38,41,39,39,39,38,42,41,41,42
Set,SC,,Wilhelm's Pride,1,1,3,2,3,3,3,4,4,4,4
Set,SC,,Magnus' Skin,2,2,4,3,3,3,3,3,3,3,3
Set,SC,,Whitstan's Guard,1,1,1,1,1,1,1,1,1,1,1
Set,SC,,Sander's Paragon,0,0,0,0,,0,0,0,0,0,0
Set,SC,,Sander's Riprap,9,9,10,7,8,7,7,7,6,6,7
Set,SC,,Sander's Taboo,0,0,1,1,,0,1,0,0,0,1
Set,SC,,Sander's Superstition,0,0,0,0,,0,0,0,0,0,0
Set,SC,,Sazabi's Cobalt Redeemer,0,0,0,0,,0,0,0,0,0,1
Set,SC,,Sazabi's Ghost Liberator,0,0,0,0,,0,0,0,0,0,1
Set,SC,,Sazabi's Mental Sheath,4,3,3,3,2,2,2,2,2,2,2
Set,SC,,Telling of Beads,1,1,1,1,1,1,1,1,1,1,1
Set,SC,,Laying of Hands,222,213,212,218,217,221,214,210,209,209,209
Set,SC,,Rite of Passage,2,2,1,1,1,1,1,1,1,1,1
Set,SC,,Dark Adherent,3,3,2,2,1,1,1,1,1,1,1
Set,SC,,Credendum,20,16,16,16,15,15,15,15,14,14,14
Set,SC,,Aldur's Stony Gaze,2,2,2,2,2,2,2,3,3,3,3
Set,SC,,Aldur's Deception,3,3,3,2,2,2,2,3,3,3,3
Set,SC,,Aldur's Rhythm,4,3,3,3,3,3,3,4,4,4,4
Set,SC,,Aldur's Advance,198,194,185,185,180,176,179,174,175,175,174
Set,SC,,Griswold's Valor,3,3,2,2,2,2,2,3,2,2,2
Set,SC,,Griswold's Heart,2,2,2,2,2,2,2,3,2,2,2
Set,SC,,Griswold's Redemption,1,1,1,1,1,1,1,2,1,1,1
Set,SC,,Griswold's Honor,2,2,2,2,2,2,2,3,2,2,2
Set,SC,,Immortal King's Will,39,38,36,34,31,31,31,31,31,31,31
Set,SC,,Immortal King's Soul Cage,34,32,30,29,26,26,26,25,24,24,25
Set,SC,,Immortal King's Detail,64,61,63,60,57,56,55,49,49,49,49
Set,SC,,Immortal King's Forge,53,49,46,44,41,40,39,37,36,36,36
Set,SC,,Immortal King's Pillar,49,46,45,44,40,40,39,38,37,37,38
Set,SC,,Immortal King's Stone Crusher,35,34,34,33,30,29,29,27,26,26,27
Set,SC,,M'avina's True Sight,17,10,13,11,11,11,11,11,12,12,12
Set,SC,,M'avina's Embrace,15,10,12,10,11,11,12,12,12,12,12
Set,SC,,M'avina's Icy Clutch,14,9,11,9,9,9,9,9,10,10,10
Set,SC,,M'avina's Tenet,31,27,27,25,23,22,21,21,22,22,21
Set,SC,,M'avina's Caster,13,6,9,7,7,7,7,7,8,8,7
Set,SC,,Natalya's Totem,72,72,73,73,74,76,69,69,70,70,70
Set,SC,,Natalya's Mark,78,79,82,80,83,85,77,77,78,78,78
Set,SC,,Natalya's Shadow,72,72,73,73,75,77,70,69,70,70,69
Set,SC,,Natalya's Soul,123,121,118,118,121,124,115,117,114,114,111
Set,SC,,Tal Rasha's Fine-Spun Cloth,89,88,84,81,77,78,73,75,72,72,71
Set,SC,,Tal Rasha's Adjudication,73,74,74,75,74,76,74,75,76,76,73
Set,SC,,Tal Rasha's Lidless Eye,45,48,49,48,47,46,44,44,43,43,42
Set,SC,,Tal Rasha's Guardianship,86,89,88,87,82,83,83,84,81,81,78
Set,SC,,Tal Rasha's Horadric Crest,73,78,75,75,72,71,69,68,65,65,64
Set,SC,,Trang-Oul's Guise,39,38,41,41,44,43,43,41,42,42,40
Set,SC,,Trang-Oul's Scales,42,41,44,44,46,45,45,42,43,43,41
Set,SC,,Trang-Oul's Wing,41,39,41,43,45,44,44,42,43,43,41
Set,SC,,Trang-Oul's Claws,304,300,299,298,301,300,298,291,292,292,288
Set,SC,,Trang-Oul's Girth,57,56,60,59,60,59,58,56,56,56,54
Runeword,SC,,Ancients' Pledge,12,11,12,10,9,9,9,8,8,8,8
Runeword,SC,,Beast,6,6,6,8,8,8,8,9,11,11,10
Runeword,SC,,Black,3,4,4,4,3,3,3,4,4,4,4
Runeword,SC,,Bone,23,23,24,24,23,23,22,22,24,24,24
Runeword,SC,,Bramble,17,20,22,23,26,26,23,22,21,21,22
Runeword,SC,,Brand,0,0,0,0,,0,1,1,1,1,1
Runeword,SC,,Breath of the Dying,67,65,63,65,65,64,65,65,66,66,67
Runeword,SC,,Bulwark,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Call To Arms,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Chains of Honor,54,60,69,71,71,72,74,73,74,74,71
Runeword,SC,,Chaos,5,6,9,10,9,10,10,9,9,9,9
Runeword,SC,,Crescent Moon,3,2,2,1,2,2,3,3,2,2,2
Runeword,SC,,Cure,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Death,7,7,5,7,7,7,9,7,7,7,7
Runeword,SC,,Delirium,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Destruction,0,0,0,0,,0,0,0,0,0,1
Runeword,SC,,Doom,8,8,7,6,7,9,7,6,6,6,6
Runeword,SC,,Dragon,14,16,22,24,24,25,28,26,27,27,29
Runeword,SC,,Dream,5,6,7,12,13,12,12,11,11,11,11
Runeword,SC,,Duress,7,7,7,6,6,6,6,6,6,6,6
Runeword,SC,,Edge,55,56,58,60,60,57,55,56,56,56,57
Runeword,SC,,Enigma,251,252,249,265,269,266,267,271,275,275,277
Runeword,SC,,Enlightenment,1,1,1,1,1,1,1,1,1,1,1
Runeword,SC,,Eternity,2,2,3,3,2,2,2,2,2,2,2
Runeword,SC,,Exile,9,7,8,8,9,9,9,10,10,10,11
Runeword,SC,,Faith,60,63,61,61,62,62,61,57,56,56,56
Runeword,SC,,Famine,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Flickering Flame,0,0,1,1,1,0,0,0,1,1,1
Runeword,SC,,Fortitude,162,164,165,165,165,167,168,163,165,165,165
Runeword,SC,,Fury,0,0,0,0,1,1,1,1,1,1,1
Runeword,SC,,Gloom,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Grief,50,57,58,58,60,61,63,65,63,63,65
Runeword,SC,,Ground,0,0,0,0,,0,0,0,0,0,1
Runeword,SC,,Hand of Justice,8,8,12,13,13,15,14,13,15,15,15
Runeword,SC,,Harmony,37,35,37,41,41,40,40,40,37,37,37
Runeword,SC,,Heart of the Oak,302,309,313,321,334,330,329,330,337,337,332
Runeword,SC,,Hearth,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Holy Thunder,49,49,48,45,46,46,44,43,44,44,43
Runeword,SC,,Honor,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Hustle,3,3,3,3,2,1,2,3,3,3,2
Runeword,SC,,Ice,15,20,22,22,23,23,24,24,25,25,24
Runeword,SC,,Infinity,1,0,0,1,1,2,2,2,4,4,2
Runeword,SC,,Insight,2,0,0,1,1,0,0,0,1,0,0
Runeword,SC,,King's Grace,0,0,0,0,,0,1,0,0,0,0
Runeword,SC,,Kingslayer,0,1,0,0,,0,0,0,1,0,0
Runeword,SC,,Last Wish,6,9,8,10,9,10,9,9,9,9,10
Runeword,SC,,Lawbringer,4,4,6,7,5,5,5,5,5,5,5
Runeword,SC,,Leaf,2,1,1,1,1,1,1,1,1,1,1
Runeword,SC,,Lionheart,1,1,1,2,1,1,1,1,2,2,1
Runeword,SC,,Lore,12,12,12,12,10,8,9,8,8,8,8
Runeword,SC,,Malice,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Melody,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Memory,29,31,35,39,39,41,40,37,38,38,39
Runeword,SC,,Metamorphosis,33,35,36,37,40,40,41,41,41,41,41
Runeword,SC,,Mist,2,3,4,4,4,4,5,4,4,4,4
Runeword,SC,,Mosaic,21,22,27,28,30,29,28,26,25,25,23
Runeword,SC,,Myth,3,4,3,3,3,3,3,3,3,3,3
Runeword,SC,,Nadir,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Oath,7,7,6,6,6,6,6,5,5,5,5
Runeword,SC,,Obedience,4,3,4,4,4,4,4,4,4,4,4
Runeword,SC,,Obsession,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Passion,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Pattern,3,2,2,2,2,2,3,2,2,2,2
Runeword,SC,,Peace,8,8,8,8,7,7,6,6,5,5,5
Runeword,SC,,Phoenix,152,159,164,170,176,174,180,183,187,187,187
Runeword,SC,,Plague,82,85,85,85,87,86,89,98,101,101,101
Runeword,SC,,Pride,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Principle,2,2,1,1,1,0,1,1,0,0,1
Runeword,SC,,Prudence,1,1,1,1,1,1,1,1,1,1,1
Runeword,SC,,Radiance,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Rain,46,42,44,43,42,42,41,39,40,40,40
Runeword,SC,,Rhyme,22,22,21,20,15,15,15,13,12,12,12
Runeword,SC,,Rift,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Sanctuary,0,0,0,0,,0,1,1,0,0,0
Runeword,SC,,Silence,56,57,53,55,55,58,60,58,57,57,57
Runeword,SC,,Smoke,14,14,11,9,10,10,9,9,9,9,9
Runeword,SC,,Spirit,775,749,735,725,706,700,688,679,680,680,673
Runeword,SC,,Splendor,10,9,8,6,6,6,6,7,7,7,7
Runeword,SC,,Stealth,9,6,6,5,4,3,3,4,4,4,4
Runeword,SC,,Steel,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Stone,1,1,1,1,1,1,1,1,1,1,1
Runeword,SC,,Strength,1,1,2,2,2,2,2,2,2,2,2
Runeword,SC,,Temper,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Treachery,33,31,34,35,35,35,36,35,34,34,33
Runeword,SC,,Unbending Will,2,1,1,1,1,1,1,1,1,1,1
Runeword,SC,,Venom,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Voice of Reason,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Wealth,1,1,2,1,1,2,2,2,2,2,2
Runeword,SC,,White,2,3,6,6,7,6,6,4,5,5,7
Runeword,SC,,Wind,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Wisdom,3,2,2,2,2,2,3,2,2,2,2
Runeword,SC,,Wrath,1,1,1,1,1,1,1,1,1,1,1
Runeword,SC,,Zephyr,0,0,0,0,,0,0,0,0,0,0
Runeword,SC,,Call to Arms,248,265,268,276,282,280,285,289,292,292,295
Unique,SC,,Frostbite,2,2,2,2,2,2,3,2,1,1,1
Unique,SC,,Herald of Zakarum,45,49,48,50,51,53,50,49,52,52,53
Unique,SC,,Swiftheart,5,6,6,6,6,6,5,5,5,5,6
Unique,SC,,Blade of Ali Baba,31,28,26,26,26(+2),25(+2),22(+2),19(+2),23(+2),23(+2),21(+2)
Unique,SC,,Hailstorm,16,17,15,15,16,16,17,15,16,16,15
Unique,SC,,Moonfire,12,12,11,11,12,13,13,13,13,13,13
Unique,SC,,Dragonbreath,7,6,6,6,6,6,6,7,7,7,7
Runeword,SC,,2693,4,4,5,6,7,7,8,7,7,7,7
Unique,SC,,FrostbiteB,1,1,2,3,2,2,2,2,2,2,2
Runeword,SC,,-26,1,2,2,2,2,2,1,1,1,1,1
Mercenary,SC,,Treachery,0,0,0,0,252,0,0,0,0,0,0
Mercenary,SC,,Vampire Gaze,0,0,0,0,157,0,0,0,0,0,0
Mercenary,SC,,Insight,0,0,0,0,241,0,0,0,0,0,0
Mercenary,SC,,Steel Shade,0,0,0,0,273,0,0,0,0,0,0
Mercenary,SC,,Doom,0,0,0,0,20,0,0,0,0,0,0
Mercenary,SC,,Tal Rasha's Horadric Crest,0,0,0,0,261,0,0,0,0,0,0
Mercenary,SC,,Harmony,0,0,0,0,42,0,0,0,0,0,0
Mercenary,SC,,Shaftstop,0,0,0,0,149,0,0,0,0,0,0
Mercenary,SC,,Infinity,0,0,0,0,338,0,0,0,0,0,0
Mercenary,SC,,The Gladiator's Bane,0,0,0,0,85,0,0,0,0,0,0
Mercenary,SC,,The Reaper's Toll,0,0,0,0,99,0,0,0,0,0,0
Mercenary,SC,,Andariel's Visage,0,0,0,0,166,0,0,0,0,0,0
Mercenary,SC,,Fortitude,0,0,0,0,226,0,0,0,0,0,0
Mercenary,SC,,Blackhorn's Face,0,0,0,0,9,0,0,0,0,0,0
Mercenary,SC,,Guardian Angel,0,0,0,0,38,0,0,0,0,0,0
Mercenary,SC,,Kira's Guardian,0,0,0,0,15,0,0,0,0,0,0
Mercenary,SC,,Lawbringer,0,0,0,0,87,0,0,0,0,0,0
Mercenary,SC,,Plague,0,0,0,0,34,0,0,0,0,0,0
Mercenary,SC,,Phoenix,0,0,0,0,8,0,0,0,0,0,0
Mercenary,SC,,Hustle,0,0,0,0,9,0,0,0,0,0,0
Mercenary,SC,,Silence,0,0,0,0,44,0,0,0,0,0,0
Mercenary,SC,,Griffon's Eye,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Skin of the Vipermagi,0,0,0,0,10,0,0,0,0,0,0
Mercenary,SC,,Azurewrath,0,0,0,0,8,0,0,0,0,0,0
Mercenary,SC,,Spirit,0,0,0,0,33,0,0,0,0,0,0
Mercenary,SC,,Black Hades,0,0,0,0,7,0,0,0,0,0,0
Mercenary,SC,,Leviathan,0,0,0,0,71,0,0,0,0,0,0
Mercenary,SC,,Sazabi's Mental Sheath,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Bonehew,0,0,0,0,13,0,0,0,0,0,0
Mercenary,SC,,Breath of the Dying,0,0,0,0,8,0,0,0,0,0,0
Mercenary,SC,,Naj's Light Plate,0,0,0,0,14,0,0,0,0,0,0
Mercenary,SC,,Stormshield,0,0,0,0,21,0,0,0,0,0,0
Mercenary,SC,,Culwen's Point,0,0,0,0,5,0,0,0,0,0,0
Mercenary,SC,,Gerke's Sanctuary,0,0,0,0,7,0,0,0,0,0,0
Mercenary,SC,,Duriel's Shell,0,0,0,0,89,0,0,0,0,0,0
Mercenary,SC,,Faith,0,0,0,0,6,0,0,0,0,0,0
Mercenary,SC,,Bulwark,0,0,0,0,11,0,0,0,0,0,0
Mercenary,SC,,Crown of Ages,0,0,0,0,21,0,0,0,0,0,0
Mercenary,SC,,Harlequin Crest,0,0,0,0,8,0,0,0,0,0,0
Mercenary,SC,,Tyrael's Might,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Arkaine's Valor,0,0,0,0,6,0,0,0,0,0,0
Mercenary,SC,,Pride,0,0,0,0,8,0,0,0,0,0,0
Mercenary,SC,,The Ward,0,0,0,0,5,0,0,0,0,0,0
Mercenary,SC,,Crown of Thieves,0,0,0,0,46,0,0,0,0,0,0
Mercenary,SC,,The Grandfather,0,0,0,0,14,0,0,0,0,0,0
Mercenary,SC,,Hearth,0,0,0,0,5,0,0,0,0,0,0
Mercenary,SC,,Twitchthroe,0,0,0,0,4,0,0,0,0,0,0
Mercenary,SC,,Buriza-Do Kyanon,0,0,0,0,8,0,0,0,0,0,0
Mercenary,SC,,Guillaume's Face,0,0,0,0,21,0,0,0,0,0,0
Mercenary,SC,,Last Wish,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Steel Carapace,0,0,0,0,7,0,0,0,0,0,0
Mercenary,SC,,Obedience,0,0,0,0,39,0,0,0,0,0,0
Mercenary,SC,,Dream,0,0,0,0,6,0,0,0,0,0,0
Mercenary,SC,,Skin of the Flayed One,0,0,0,0,10,0,0,0,0,0,0
Mercenary,SC,,Crescent Moon,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Chains of Honor,0,0,0,0,5,0,0,0,0,0,0
Mercenary,SC,,Tiamat's Rebuke,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Fiendra Brow,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Smoke,0,0,0,0,22,0,0,0,0,0,0
Mercenary,SC,,Scale Mail of Thorns,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Demon Crest,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Dimoak's Hew,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Templar's Might,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Natalya's Totem,0,0,0,0,9,0,0,0,0,0,0
Mercenary,SC,,Flamebellow,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Corpsemourn,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Duress,0,0,0,0,7,0,0,0,0,0,0
Mercenary,SC,,Enigma,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Windforce,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Grief,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Oath,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Headstriker,0,0,0,0,5,0,0,0,0,0,0
Mercenary,SC,,Giant Skull,0,0,0,0,8,0,0,0,0,0,0
Mercenary,SC,,Hwanin's Splendor,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Unbending Will,0,0,0,0,4,0,0,0,0,0,0
Mercenary,SC,,Duskdeep,0,0,0,0,5,0,0,0,0,0,0
Mercenary,SC,,Arreat's Face,0,0,0,0,11,0,0,0,0,0,0
Mercenary,SC,,Sigon's Guard,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Arioc's Needle,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Ondal's Almighty,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Tal Rasha's Guardianship,0,0,0,0,8,0,0,0,0,0,0
Mercenary,SC,,Stealskull,0,0,0,0,15,0,0,0,0,0,0
Mercenary,SC,,Passion,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Rockfleece,0,0,0,0,6,0,0,0,0,0,0
Mercenary,SC,,Griswold's Valor,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Stone,0,0,0,0,9,0,0,0,0,0,0
Mercenary,SC,,Tomb Reaver,0,0,0,0,21,0,0,0,0,0,0
Mercenary,SC,,Holocaust Circlet,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Lidless Wall,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Veil of Steel,0,0,0,0,6,0,0,0,0,0,0
Mercenary,SC,,Silks of the Victor,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Gloom,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Destruction,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Toothrow,0,0,0,0,5,0,0,0,0,0,0
Mercenary,SC,,Blade of Ali Baba,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Sazabi's Ghost Liberator,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Sazabi's Cobalt Redeemer,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,M'avina's True Sight,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,2693,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Blackoak Shield,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Bramble,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Arctic Furs,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Arctic Horn,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Prudence,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Pus Spitter,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Edge,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Cruel Visor,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Hard Leather Armor of Thorns,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Storm Quill,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Bloodletter,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Hailstone Shell,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Plague Bearer,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Moser's Blessed Circle,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Death Hide,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Isenhart's Horns,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Razortine,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Lionheart,0,0,0,0,6,0,0,0,0,0,0
Mercenary,SC,,Rattlecage,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Rockstopper,0,0,0,0,8,0,0,0,0,0,0
Mercenary,SC,,Spirit Brow,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Naj's Circlet,0,0,0,0,6,0,0,0,0,0,0
Mercenary,SC,,Cap,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Swordguard,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Darkglow,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Cathan's Visage,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Holocaust Hood,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Undead Crown,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Spetum of the Leech,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Atma's Wail,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Trang-Oul's Scales,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Stone Crest,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Goldskin,0,0,0,0,7,0,0,0,0,0,0
Mercenary,SC,,Iron Pelt,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Steel Pillar,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Death Mask,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Immortal King's Soul Cage,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Hard Leather Armor,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Short Bow,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Viperfork,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Griswold's Heart,0,0,0,0,7,0,0,0,0,0,0
Mercenary,SC,,Lore,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Todesfaelle Flamme,0,0,0,0,4,0,0,0,0,0,0
Mercenary,SC,,Spirit Hood,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Holocaust Casque,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Spirit Forge,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Corpse Scratch,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Lightsabre,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,War Hat,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Hailstone Cowl,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Raven Cloak,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Blackleach Blade,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,GhoulRI Hew,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Dark Adherent,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Darksight Helm,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Loath Hide,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Rune Skewer,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,The Meat Scraper,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Boneflesh,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Athena's Wrath,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Mask,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Brimstone Mask,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Wormskull,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Stealth,0,0,0,0,5,0,0,0,0,0,0
Mercenary,SC,,Blood Mask,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Heavenly Garb,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Isenhart's Case,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Berserker's Headgear,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Rune Stake,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Nightwing's Veil,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Field Plate,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Skull Cap,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Lance of Yaggai,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Shadow Shell,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Doom Visor,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Ice,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Bing Sz Wang,0,0,0,0,3,0,0,0,0,0,0
Mercenary,SC,,Infernal Cranium,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Pelta Lunata,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Natalya's Shadow,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Spike Thorn,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Pain Veil,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Ocher Ring Mail of the Jackal,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Full Helm of Energy,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Bloodthief,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Spirit Hide,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Howltusk,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Cleglaw's Tooth,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,The Vile Husk,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Bloodmoon,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Dusk Shroud,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Haemosu's Adamant,0,0,0,0,2,0,0,0,0,0,0
Mercenary,SC,,Bone Helm,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Strong Breast Plate,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Russet Cap of Self-Repair,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Scythe,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Dread Crest,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Eagle Wrap,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Storm Mar,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Havoc Wing,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Havoc Horn,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Chain Mail,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Harpoonist's Pike,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Sigon's Visor,0,0,0,0,1,0,0,0,0,0,0
Mercenary,SC,,Demonhorn's Edge,0,0,0,0,1,0,0,0,0,0,0
